[ DEBUG ][ 2022-06-13 10:51:03,460 ][ utils ] ==> (1.171) 
            SELECT c.relname,
            CASE WHEN c.relispartition THEN 'p' WHEN c.relkind IN ('m', 'v') THEN 'v' ELSE 't' END
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None
[ DEBUG ][ 2022-06-13 11:22:51,524 ][ utils ] ==> (0.193) UPDATE "oauth_profile" SET "user_id" = 1, "uid" = '80eb2f69-ee97-4a6b-9ef9-0c6f81119b74'::uuid, "work_phone" = '', "home_phone" = '', "location" = '', "id_proof" = '', "branch_id" = NULL, "status" = true WHERE "oauth_profile"."id" = 1; args=(1, UUID('80eb2f69-ee97-4a6b-9ef9-0c6f81119b74'), '', '', '', '', True, 1)
[ DEBUG ][ 2022-06-13 11:22:51,558 ][ utils ] ==> (0.027) INSERT INTO "request_request" ("response", "method", "path", "time", "is_secure", "is_ajax", "ip", "user_id", "referer", "user_agent", "language") VALUES (302, 'POST', '/admin-back-office/login/', '2022-06-13T11:22:51.529411'::timestamp, false, false, '127.0.0.1'::inet, 1, 'http://127.0.0.1:8000/admin-back-office/login/?next=/admin-back-office/start_form/montant/6/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7') RETURNING "request_request"."id"; args=(302, 'POST', '/admin-back-office/login/', datetime.datetime(2022, 6, 13, 11, 22, 51, 529411), False, False, Inet('127.0.0.1'), 1, 'http://127.0.0.1:8000/admin-back-office/login/?next=/admin-back-office/start_form/montant/6/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7')
[ DEBUG ][ 2022-06-13 11:22:51,566 ][ utils ] ==> (0.001) UPDATE "django_session" SET "session_data" = 'ZTAxNzNlODhlMTM1YTUxMzlhZjUyZGZkNTJiNmNjZGU4YTU2NGVkMTp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIn0=', "expire_date" = '2022-06-27T11:22:51.560328'::timestamp WHERE "django_session"."session_key" = 'jnz86qnjnb167pzldzgn0rkvb0ky3742'; args=('ZTAxNzNlODhlMTM1YTUxMzlhZjUyZGZkNTJiNmNjZGU4YTU2NGVkMTp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIn0=', datetime.datetime(2022, 6, 27, 11, 22, 51, 560328), 'jnz86qnjnb167pzldzgn0rkvb0ky3742')
[ DEBUG ][ 2022-06-13 11:22:51,631 ][ utils ] ==> (0.007) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-06-13T11:22:51.599064'::timestamp AND "django_session"."session_key" = 'jnz86qnjnb167pzldzgn0rkvb0ky3742') LIMIT 21; args=(datetime.datetime(2022, 6, 13, 11, 22, 51, 599064), 'jnz86qnjnb167pzldzgn0rkvb0ky3742')
[ DEBUG ][ 2022-06-13 11:22:51,637 ][ utils ] ==> (0.002) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,646 ][ utils ] ==> (0.003) SELECT "start_form_montant"."id", "start_form_montant"."compagnie_id", "start_form_montant"."depart_id", "start_form_montant"."destination_id", "start_form_montant"."prix" FROM "start_form_montant" WHERE "start_form_montant"."id" = 6 LIMIT 21; args=(6,)
[ DEBUG ][ 2022-06-13 11:22:51,693 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 10 LIMIT 21; args=(10,)
[ DEBUG ][ 2022-06-13 11:22:51,697 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,698 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 5 LIMIT 21; args=(5,)
[ DEBUG ][ 2022-06-13 11:22:51,700 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 9 LIMIT 21; args=(9,)
[ DEBUG ][ 2022-06-13 11:22:51,702 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,706 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,715 ][ utils ] ==> (0.000) DECLARE "_django_curs_139921310349056_sync_1" NO SCROLL CURSOR WITH HOLD FOR SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie"; args=()
[ DEBUG ][ 2022-06-13 11:22:51,726 ][ utils ] ==> (0.001) DECLARE "_django_curs_139921310349056_sync_2" NO SCROLL CURSOR WITH HOLD FOR SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence"; args=()
[ DEBUG ][ 2022-06-13 11:22:51,727 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,729 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,731 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,732 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,733 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,735 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 11:22:51,736 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,737 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 4 LIMIT 21; args=(4,)
[ DEBUG ][ 2022-06-13 11:22:51,739 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,740 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 6 LIMIT 21; args=(6,)
[ DEBUG ][ 2022-06-13 11:22:51,742 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 11:22:51,744 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,746 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 11:22:51,747 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,749 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,750 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,752 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,755 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,758 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,759 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 5 LIMIT 21; args=(5,)
[ DEBUG ][ 2022-06-13 11:22:51,769 ][ utils ] ==> (0.000) DECLARE "_django_curs_139921310349056_sync_3" NO SCROLL CURSOR WITH HOLD FOR SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence"; args=()
[ DEBUG ][ 2022-06-13 11:22:51,770 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,772 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,773 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,775 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,777 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,780 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 11:22:51,781 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,783 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 4 LIMIT 21; args=(4,)
[ DEBUG ][ 2022-06-13 11:22:51,784 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,787 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 6 LIMIT 21; args=(6,)
[ DEBUG ][ 2022-06-13 11:22:51,790 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 11:22:51,792 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,794 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 11:22:51,795 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,797 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,798 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,800 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,801 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,802 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 11:22:51,804 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 5 LIMIT 21; args=(5,)
[ DEBUG ][ 2022-06-13 11:22:51,832 ][ utils ] ==> (0.014) INSERT INTO "request_request" ("response", "method", "path", "time", "is_secure", "is_ajax", "ip", "user_id", "referer", "user_agent", "language") VALUES (200, 'GET', '/admin-back-office/start_form/montant/6/change/', '2022-06-13T11:22:51.818162'::timestamp, false, false, '127.0.0.1'::inet, 1, 'http://127.0.0.1:8000/admin-back-office/login/?next=/admin-back-office/start_form/montant/6/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7') RETURNING "request_request"."id"; args=(200, 'GET', '/admin-back-office/start_form/montant/6/change/', datetime.datetime(2022, 6, 13, 11, 22, 51, 818162), False, False, Inet('127.0.0.1'), 1, 'http://127.0.0.1:8000/admin-back-office/login/?next=/admin-back-office/start_form/montant/6/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7')
[ DEBUG ][ 2022-06-13 11:22:51,834 ][ utils ] ==> (0.001) UPDATE "django_session" SET "session_data" = 'YWQ5MWUxY2NhOTNiYzhmODAxNzU1YjdhZjgzZTcwYjViZWRkYmY5Njp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDExOjIyOjUxLjYzODU3NiJ9', "expire_date" = '2022-06-27T11:22:51.833357'::timestamp WHERE "django_session"."session_key" = 'jnz86qnjnb167pzldzgn0rkvb0ky3742'; args=('YWQ5MWUxY2NhOTNiYzhmODAxNzU1YjdhZjgzZTcwYjViZWRkYmY5Njp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDExOjIyOjUxLjYzODU3NiJ9', datetime.datetime(2022, 6, 27, 11, 22, 51, 833357), 'jnz86qnjnb167pzldzgn0rkvb0ky3742')
[ DEBUG ][ 2022-06-13 11:22:51,890 ][ utils ] ==> (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-06-13T11:22:51.877205'::timestamp AND "django_session"."session_key" = 'jnz86qnjnb167pzldzgn0rkvb0ky3742') LIMIT 21; args=(datetime.datetime(2022, 6, 13, 11, 22, 51, 877205), 'jnz86qnjnb167pzldzgn0rkvb0ky3742')
[ DEBUG ][ 2022-06-13 11:22:51,895 ][ utils ] ==> (0.002) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 11:22:51,921 ][ utils ] ==> (0.021) INSERT INTO "request_request" ("response", "method", "path", "time", "is_secure", "is_ajax", "ip", "user_id", "referer", "user_agent", "language") VALUES (200, 'GET', '/admin-back-office/jsi18n/', '2022-06-13T11:22:51.899578'::timestamp, false, false, '127.0.0.1'::inet, 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/6/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7') RETURNING "request_request"."id"; args=(200, 'GET', '/admin-back-office/jsi18n/', datetime.datetime(2022, 6, 13, 11, 22, 51, 899578), False, False, Inet('127.0.0.1'), 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/6/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7')
[ DEBUG ][ 2022-06-13 11:22:51,923 ][ utils ] ==> (0.001) UPDATE "django_session" SET "session_data" = 'NGE4ODk3NjRmNTVlNmU4OTBlMjM2MjRhNWFjYTQyOWNhNWM1ZTk0MDp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDExOjIyOjUxLjg5NjM4MyJ9', "expire_date" = '2022-06-27T11:22:51.921895'::timestamp WHERE "django_session"."session_key" = 'jnz86qnjnb167pzldzgn0rkvb0ky3742'; args=('NGE4ODk3NjRmNTVlNmU4OTBlMjM2MjRhNWFjYTQyOWNhNWM1ZTk0MDp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDExOjIyOjUxLjg5NjM4MyJ9', datetime.datetime(2022, 6, 27, 11, 22, 51, 921895), 'jnz86qnjnb167pzldzgn0rkvb0ky3742')
[ DEBUG ][ 2022-06-13 11:23:00,216 ][ utils ] ==> (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-06-13T11:23:00.197340'::timestamp AND "django_session"."session_key" = 'jnz86qnjnb167pzldzgn0rkvb0ky3742') LIMIT 21; args=(datetime.datetime(2022, 6, 13, 11, 23, 0, 197340), 'jnz86qnjnb167pzldzgn0rkvb0ky3742')
